105100,4.08,-0.92,2216.88,10090.00
105150,4.03,-0.97,2203.30,9990.00
105200,3.96,-1.04,2186.97,9890.00
105250,3.92,-1.08,2173.11,9690.00
105300,3.87,-1.13,2157.53,9530.00
105350,3.77,-1.23,2136.90,9320.00
105400,3.70,-1.30,2118.94,9170.00
105450,3.64,-1.36,2100.54,9050.00
105500,3.43,-1.57,2066.98,8750.00
105550,3.44,-1.56,2053.86,8550.00
105600,3.13,-1.87,2008.37,8310.00
105650,3.37,-1.63,2014.20,8130.00
105700,3.18,-1.82,1978.34,7910.00
105750,3.11,-1.89,1954.59,8200.00
105800,3.01,-1.99,1926.46,7490.00
105850,2.92,-2.08,1898.64,7270.00
105900,2.81,-2.19,1867.95,7110.00
105950,2.74,-2.26,1839.34,6750.00
106000,2.63,-2.37,1806.74,6530.00
106050,2.67,-2.33,1788.14,6290.00
106100,2.45,-2.55,1743.60,6070.00
106150,2.37,-2.63,1711.59,5910.00
106200,2.32,-2.68,1680.36,5700.00
106250,2.24,-2.76,1646.54,5480.00
106300,2.20,-2.80,1615.87,5410.00
106350,2.15,-2.85,1582.73,5330.00
106400,2.06,-2.94,1546.06,5110.00
106450,2.06,-2.94,1517.09,5110.00
106500,2.06,-2.94,1487.68,5110.00
106550,2.12,-2.88,1464.38,5110.00
106600,2.06,-2.94,1429.17,5370.00
106650,2.06,-2.94,1400.07,5110.00
106700,2.06,-2.94,1370.66,5110.00
106750,2.06,-2.94,1341.24,5270.00
106800,2.06,-2.94,1311.83,5330.00
106850,2.13,-2.87,1289.30,5290.00
106900,2.13,-2.87,1260.25,5040.00
106950,2.06,-2.94,1224.67,5110.00
107000,2.06,-2.94,1195.62,5310.00
107050,2.13,-2.87,1173.09,5110.00
107100,2.06,-2.94,1137.15,5110.00
107150,2.06,-2.94,1108.10,5270.00
107200,2.14,-2.86,1086.34,5110.00
107250,2.15,-2.85,1058.09,5330.00
107300,2.14,-2.86,1028.37,5330.00
107350,2.16,-2.84,1002.08,5330.00
107400,2.15,-2.85,972.40,5350.00
107450,2.16,-2.84,944.70,5370.00
107500,2.14,-2.86,915.06,5370.00
107550,2.18,-2.82,890.00,5370.00
107600,2.14,-2.86,858.16,5370.00
107650,2.06,-2.94,821.74,5410.00
107700,2.06,-2.94,792.75,5370.00
107750,2.18,-2.82,774.81,5370.00
107800,2.16,-2.84,744.47,5370.00
107850,2.20,-2.80,719.24,5350.00
107900,2.17,-2.83,688.36,5350.00
107950,2.16,-2.84,659.79,5390.00
108000,2.16,-2.84,630.68,5370.00
108050,2.16,-2.84,603.03,5410.00
108100,2.16,-2.84,574.63,5380.00
108150,2.15,-2.85,544.73,5370.00
108200,2.16,-2.84,517.43,5380.00
108250,2.17,-2.83,489.72,5730.00
108300,2.16,-2.84,460.97,5390.00
108350,2.16,-2.84,432.62,5400.00
108400,2.18,-2.82,405.79,5500.00
108450,2.18,-2.82,377.88,5370.00
108500,2.18,-2.82,349.31,5390.00
108550,2.23,-2.77,325.72,5420.00
108600,2.17,-2.83,292.40,5410.00
108650,2.19,-2.81,265.92,5390.00
108700,2.18,-2.82,236.95,5430.00
108750,2.18,-2.82,208.78,5410.00
108800,2.18,-2.82,180.58,5430.00
108850,2.19,-2.81,153.13,5410.00
108900,2.18,-2.82,124.20,5410.00
108950,2.19,-2.81,96.80,5430.00
109000,2.26,-2.74,75.52,5420.00
109050,2.17,-2.83,39.34,5430.00
109100,2.19,-2.81,13.03,5430.00
109150,2.19,-2.81,-15.18,5470.00
109200,2.19,-2.81,-43.31,5430.00
109250,2.22,-2.78,-68.75,5430.00
109300,2.19,-2.81,-99.42,5470.00
109350,2.19,-2.81,-127.40,5110.00
109400,2.19,-2.81,-155.53,5510.00
109450,2.20,-2.80,-182.12,5470.00
109500,2.19,-2.81,-211.70,5470.00
109550,2.20,-2.80,-238.22,5480.00
109600,2.21,-2.79,-265.50,5430.00
109650,2.20,-2.80,-294.19,5490.00
109700,2.23,-2.77,-319.81,5500.00
109750,2.20,-2.80,-349.95,5530.00
109800,2.23,-2.77,-375.50,5550.00
109850,2.22,-2.78,-404.11,5530.00
109900,2.23,-2.77,-431.11,5530.00
109950,2.23,-2.77,-458.87,5510.00
110000,2.24,-2.76,-485.83,5540.00
110050,2.22,-2.78,-515.05,5550.00
110100,2.24,-2.76,-540.47,5570.00
110150,2.23,-2.77,-569.30,5570.00
110200,2.28,-2.72,-592.72,5590.00
110250,2.26,-2.74,-621.71,5570.00
110300,2.28,-2.72,-647.12,5690.00
110350,2.34,-2.66,-668.68,5750.00
110400,2.40,-2.60,-689.45,5960.00
110450,2.52,-2.48,-705.01,6230.00
110500,2.63,-2.37,-719.68,6590.00
110550,2.81,-2.19,-727.10,6890.00
110600,2.97,-2.03,-734.60,7350.00
110650,3.14,-1.86,-739.65,7790.00
110700,3.29,-1.71,-744.95,8290.00
110750,3.53,-1.47,-739.48,8610.00
110800,3.65,-1.35,-744.67,9070.00
110850,3.82,-1.18,-741.94,9480.00
110900,3.96,-1.04,-741.58,9850.00
110950,4.08,-0.92,-741.19,10230.00
111000,4.27,-0.73,-732.62,10610.00
111050,4.42,-0.58,-727.45,10950.00
111100,4.52,-0.48,-724.44,11230.00
111150,4.64,-0.36,-718.30,11490.00
111200,4.73,-0.27,-713.36,11710.00
111250,4.85,-0.15,-705.41,12010.00
111300,4.96,-0.04,-697.16,12390.00
111350,5.08,0.08,-686.63,12650.00
111400,5.21,0.21,-673.81,13370.00
111450,5.37,0.37,-657.04,13320.00
111500,5.50,0.50,-642.25,13650.00
111550,5.64,0.64,-624.49,13970.00
111600,5.77,0.77,-606.55,14140.00
111650,5.88,0.88,-588.80,14630.00
111700,6.01,1.01,-567.92,14930.00
111750,6.12,1.12,-548.11,15220.00
111800,6.24,1.24,-526.71,15490.00
111850,6.34,1.34,-504.58,15770.00
111900,6.55,1.55,-472.54,15990.00
111950,6.53,1.53,-459.62,16240.00
112000,6.65,1.65,-432.38,16450.00
112050,6.69,1.69,-413.01,16630.00
112100,6.76,1.76,-389.77,16720.00
112150,6.79,1.79,-369.46,16570.00
112200,6.82,1.82,-349.41,16950.00
112250,6.83,1.83,-330.22,16930.00
112300,6.84,1.84,-311.24,17090.00
112350,6.83,1.83,-293.68,17010.00
112400,6.86,1.86,-271.92,17050.00
112450,6.89,1.89,-251.16,17050.00
112500,6.88,1.88,-232.78,17090.00
112550,6.89,1.89,-213.15,17130.00
112600,6.90,1.90,-193.50,17160.00
112650,6.89,1.89,-175.68,17130.00
112700,6.89,1.89,-156.35,17130.00
112750,6.90,1.90,-136.30,17130.00
112800,6.90,1.90,-117.70,17160.00
112850,6.90,1.90,-99.06,17140.00
112900,6.92,1.92,-78.16,17130.00
112950,6.90,1.90,-60.62,17170.00
113000,6.69,1.69,-61.44,17130.00
113050,6.90,1.90,-23.58,17270.00
113100,6.92,1.92,-3.71,17130.00
113150,6.94,1.94,17.31,17210.00
113200,6.96,1.96,38.91,17250.00
113250,6.96,1.96,58.44,17320.00
113300,6.95,1.95,76.56,17360.00
113350,6.99,1.99,99.57,17330.00
113400,6.96,1.96,116.95,17330.00
113450,6.98,1.98,138.59,16930.00
113500,7.01,2.01,161.36,17370.00
113550,7.19,2.19,198.17,17390.00
113600,7.01,2.01,201.97,17410.00
113650,7.02,2.02,224.12,17430.00
113700,7.03,2.03,245.04,17440.00
113750,7.03,2.03,265.29,17450.00
113800,7.03,2.03,285.59,17410.00
113850,7.03,2.03,305.88,17450.00
113900,7.05,2.05,327.71,17490.00
113950,7.03,2.03,346.55,17470.00
114000,7.11,2.11,374.58,17660.00
114050,7.17,2.17,401.02,17820.00
114100,7.23,2.23,428.54,17930.00
114150,7.29,2.29,455.54,18090.00
114200,7.37,2.37,485.81,18290.00
114250,7.36,2.36,508.70,18500.00
114300,7.53,2.53,548.43,18690.00
114350,7.63,2.63,581.71,18970.00
114400,7.75,2.75,619.37,19210.00
114450,7.87,2.87,657.35,19490.00
114500,7.98,2.98,696.15,19820.00
114550,8.10,3.10,736.49,20450.00
114600,8.19,3.19,775.68,20320.00
114650,8.27,3.27,814.76,20560.00
114700,8.40,3.40,859.31,20820.00
114750,8.32,3.32,885.00,20850.00
114800,8.46,3.46,932.36,20970.00
114850,8.67,3.67,985.79,20920.00
114900,8.54,3.54,1009.21,21180.00
114950,8.56,3.56,1047.16,21300.00
115000,8.57,3.57,1083.43,21290.00
115050,8.58,3.58,1120.22,21320.00
115100,8.76,3.76,1173.19,21290.00
115150,8.59,3.59,1193.44,21300.00
115200,8.59,3.59,1230.19,21320.00
115250,8.53,3.53,1260.72,21340.00
115300,8.59,3.59,1301.67,21320.00
115350,8.60,3.60,1338.81,21330.00
115400,8.62,3.62,1376.30,21380.00
115450,8.61,3.61,1411.28,21400.00
115500,8.65,3.65,1451.64,21440.00
115550,8.67,3.67,1489.86,21520.00
115600,8.70,3.70,1529.16,21570.00
115650,8.73,3.73,1569.10,21720.00
115700,8.80,3.80,1612.77,21840.00
115750,8.85,3.85,1655.04,21970.00
115800,8.92,3.92,1699.81,22090.00
115850,8.98,3.98,1744.01,22290.00
115900,9.02,4.02,1787.31,22370.00
115950,9.05,4.05,1830.32,22440.00
116000,9.01,4.01,1866.81,22370.00
116050,8.90,3.90,1897.13,22160.00
116100,8.80,3.80,1926.73,21830.00
116150,8.65,3.65,1951.46,21480.00
116200,8.53,3.53,1977.23,21180.00
116250,8.38,3.38,1999.00,20810.00
116300,8.29,3.29,2024.77,20560.00
116350,8.14,3.14,2043.59,20160.00
116400,8.04,3.04,2066.93,19930.00
116450,7.95,2.95,2088.65,19720.00
116500,7.88,2.88,2112.11,19510.00
116550,7.86,2.86,0138.95,19510.00
116600,7.78,2.78,2160.73,19360.00
116650,7.67,2.67,2178.59,19090.00
116700,7.60,2.60,2198.60,18880.00
116750,7.48,2.48,2213.86,18690.00
116800,7.44,2.44,2235.42,18470.00
116850,7.34,2.34,2250.46,18250.00
116900,7.28,2.28,2268.62,18050.00
116950,7.20,2.20,2284.44,17850.00
117000,7.14,2.14,2301.11,17710.00
117050,7.08,2.08,2316.71,17600.00
117100,7.01,2.01,2331.31,17320.00
117150,6.95,1.95,2346. b   r  j
117200,6.99,1.99,2370.00,17330.00
117250,6.98,1.98,2388.56,17360.00
117300,6.99,1.99,2400.00,17380.00
117350,.00,2.00,2400.00,13280.00
117400,6.99,1.99,2400.00,17330.00
117450,6.96,1.96,2400.00,17330.00
117500,7.00,2.00,2400.00,17330.00
117550,6.98,1.98,2400.00,17330.00
117600,6.98,1.98,2400.00,17130.00
117650,6.89,1.89,2400.00,17330.00
117700,6.98,1.98,2400.00,17300.00
117750,6.94,1.94,2400.00,17290.00
117800,7.00,2.00,24 r  b     r  j
117050,6.93,1.93,2400.00,17590.00
117900,6.88,1.88,2399.49,17110.00
117950,6.78,1.78,2400.00,16840.00
118000,6.67,1.67,2398.84,16520.00
118050,6.56,1.56,2400.00,16300.00
118100,6.48,1.48,2398.25,16150.00
118150,6.38,1.38,2400.00,15880.00
118200,6.30,1.30,2397.07,15610.00
118250,6.20,1.20,2400.00,15430.00
118300,6.13,1.13,2394.2,15160.00
118350,6.00,1.00,2393.93,14890.00
118400,5.91,0.91,2396.14,14650.00
118$50,5.77,0.77,2392.67,14330.00
118500,5.64,0.64,2388.83,14000.00
118550,5.47,0.47,2379.84,11570.00
118600,5.38,0.38,2376.25,13330.00
118650,5.15,0.15,2359.08,13050.00
118700,5.13,0.13,2359.43,12730.00
118750,5.02,0.02,2350.12,12450.00
118800,4.92,-0.08,2341.65,12230.00
118850,4.85,-0.15,2334.81,11990.00
118900,4.76,-0.24,2324.85,11800.00
118950,4.69,-0.31,2396.77,11650.00
119000,4.61,-0.39,2306.37,11470.00
119050,4.51,-0.49,2292.94,11250.00
119100,4.46,-0.54,2283.95,11050.00
119150,4.38,-0.62,2271.13,108!0.00
119200,4.27,-0.73,2254.99,10200.00
119250,4.12,-0.88,2234.08,10230.00
119300,4.07,-0.93,2221.44,10550.00
119350,4.00,-1.00,2205.52,9930.00
119400,.95,-1.05,2190.91,9710.00
119450,3.87,-1.13,2173.37,9310.00
119500,3.77,-1.23,2153.28,9370.00
119550,3.73,-1.27,2137.69,9310.00
119600,3.73,-1.27,2124.47,9200.00
119650,3.73,-1.27,2112.53,9230.00
119700,3.73,-1.27,2099.84,9250.00
119750,3.73,-1.27,2086.41,9270.00
119800,3.73,-1.27,2074.48,9290.00
119850,3.77,-1.23,2064.84,9330.00
119900,3.77,-1.23,2053.11,9390.00
119950,3.79,-1.21,2042.35,9410.00
120000,3.81,-1.19,2031.71,9450.00
120050,3.85,-1.15,2023.90,9490.00
120100,3.84,-1.16,2011.04,9490.00
120150,3.86,-1.14,2001.02,9510.00
120200,3.87,-1.13,1990.64,9590.00
120250,3.89,-1.11,1981.17,9650.00
120300,3.90,-1.10,1970.71,9650.00
120350,3.90,-1.10,1960.38,9700.00
120400,3.92,-1.08,1950.91,9700.00
120450,3.94,-1.06,1941.56,9730.00
120500,3.92,-1.08,1929.30,9750.00
120550,3.94,-1.06,1920.11,9750.00
120600,3.94,-1.06,1909.77,9800.00
120650,3.95,-1.05,1900.29,9790.00
120700,3.97,-1.03,1891.28,9850.00
120750,3.97,-1.03,1880.88,9870.00
120800,3.99,-1.01,1872.85,9870.00
120850,4.01,-0.99,1864.18,9850.00
120900,4.01,-0.99,1854.57,9970.00
120950,4.02,-0.98,1845.05,10040.00
121000,4.03,-0.97,1836.34,10000.00
121050,4.03,-0.97,1826.95,9930.00
121100,4.05,-0.95,1818.78,10050.00
121150,4.02,-0.98,1806.89,10070.00
121200,4.06,-0.94,1800.31,10090.00
121250,4.07,-0.93,1792.25,10150.00
121300,4.07,-0.93,1782.51,10230.00
121350,4.06,-0.94,1772.84,10110.00
121400,4.08,-0.92,1764.65,10130.00
121450,4.08,-0.92,1755.74,10140.00
121500,4.09,-0.91,1747.29,10110.00
121550,4.10,-0.90,1738.90,10130.00
121600,4.09,-0.91,1729.07,10170.00
121650,4.11,-0.89,1721.91,10130.00
121700,4.11,-0.89,1713.28,10130.00
121750,4.09,-0.91,1702.09,10150.00
121800,4.10,-0.90,1694.63,10170.00
121850,4.11,-0.89,1686.36,10210.00
121900,4.11,-0.89,1677.45,10230.00
121950,4.11,-0.89,1668.58,10190.00
122000,4.11,-0.89,1659.71,10210.00
122050,4.12,-0.88,1651.61,10230.00
122100,4.12,-0.88,1642.77,10230.00
122150,4.12,-0.88,1633.98,10230.00
122200,4.12,-0.88,1625.19,10230.00
122250,4.12,-0.88,1616.40,10230.00
122300,4.23,-0.77,1618.33,10490.00
122350,4.22,-0.78,1608.57,10630.00
122400,4.37,-0.63,1615.37,10850.00
122450,4.48,-0.52,1619.03,11110.00
122500,4.59,-0.41,1623.63,11410.00
122550,4.73,-0.27,1631.64,11730.00
122600,4.88,-0.12,1642.77,12120.00
122650,5.02,0.02,1654.56,12490.00
122700,5.15,0.15,1666.32,12610.00
122750,5.28,0.28,1679.44,13110.00
122800,5.40,0.40,1693.09,13410.00
122850,5.53,0.53,1708.75,13850.00
122900,5.60,0.60,1719.54,13910.00
122950,5.65,0.65,1730.53,14020.00
123000,5.66,0.66,1737.53,14050.00
123050,5.69,0.69,1746.76,14070.00
123100,5.64,0.64,1749.29,14020.00
123150,5.65,0.65,1756.72,14010.00
123200,5.66,0.66,1763.58,14010.00
123250,5.62,0.62,1767.05,14030.00
123300,5.64,0.64,1775.36,14060.00
123350,5.68,0.68,1784.76,14040.00
123400,5.66,0.66,1789.83,14040.00
123450,5.65,0.65,1795.74,13870.00
123500,5.64,0.64,1801.53,14050.00
123550,5.64,0.64,1807.63,14000.00
123600,5.64,0.64,1814.43,13980.00
123650,5.64,0.64,1820.84,13930.00
123700,5.64,0.64,1826.90,14010.00
123750,5.63,0.63,1832.17,13990.00
123800,5.61,0.61,1836.97,13970.00
123850,5.65,0.65,1846.99,14050.00
123900,5.63,0.63,1851.01,13970.00
123950,5.62,0.62,1857.03,13970.00
124000,5.63,0.63,1864.05,13970.00
124050,5.63,0.63,1869.94,13960.00
124100,5.61,0.61,1874.71,13970.00
124150,5.61,0.61,1880.52,13890.00
124200,5.60,0.60,1886.23,13890.00
124250,5.60,0.60,1892.28,13910.00
124300,5.58,0.58,1895.64,13900.00
124350,5.54,0.54,1898.09,13820.00
124400,5.60,0.60,1909.40,13880.00
124450,5.57,0.57,1912.41,13810.00
124500,5.53,0.53,1914.44,13810.00
124550,5.56,0.56,1923.01,13810.00
124600,5.56,0.56,1927.71,13770.00
124650,5.55,0.55,1932.54,13750.00
124700,5.52,0.52,1935.75,13720.00
124750,5.53,0.53,1941.48,13730.00
124800,5.53,0.53,1946.73,13550.00
124850,5.49,0.49,1948.94,13730.00
124900,5.51,0.51,1955.58,13690.00
124950,5.49,0.49,1959.07,13650.00
125000,5.50,0.50,1964.87,13610.00
125050,5.48,0.48,1967.94,13480.00
125100,5.47,0.47,1971.72,13620.00
125150,5.46,0.46,1975.72,13370.00
125200,5.45,0.45,1979.23,13530.00
125250,5.43,0.43,1982.27,13480.00
125300,5.40,0.40,1983.63,13470.00
125350,5.40,0.40,1987.43,13410.00
125400,5.37,0.37,1988.75,13210.00
125450,5.35,0.35,1991.05,13320.00
125500,5.33,0.33,1992.38,13250.00
125550,5.21,0.21,1984.31,13070.00
125600,5.21,0.21,1987.00,12790.00
125650,5.14,0.14,1982.20,12760.00
125700,5.05,0.05,1975.50,12680.00
125750,5.06,0.06,1977.95,12590.00
125800,5.02,0.02,1974.30,12480.00
125850,5.00,-0.00,1972.80,12230.00
125900,4.98,-0.02,1971.36,12430.00
125950,4.95,-0.05,1968.21,12370.00
126000,4.97,-0.03,1969.41,12370.00
126050,5.00,0.00,1972.44,12370.00
126100,4.97,-0.03,1968.85,12330.00
126150,4.97,-0.03,1969.46,12370.00
126200,5.03,0.03,1974.53,12370.00
126250,4.99,-0.01,1970.35,12370.00
126300,4.97,-0.03,1969.30,12360.00
126350,4.99,-0.01,1970.64,12360.00
126400,4.98,-0.02,1969.32,12550.00
126450,4.96,-0.04,1967.26,12360.00
126500,4.96,-0.04,1966.95,12260.00
126550,4.95,-0.05,1965.77,12270.00
126600,4.93,-0.07,1963.79,12210.00
126650,4.89,-0.11,1958.62,12090.00
126700,4.83,-0.17,1952.75,11990.00
126750,4.80,-0.20,1947.91,11850.00
126800,4.73,-0.27,1939.95,11770.00
126850,4.72,-0.28,1936.07,11670.00
126900,4.68,-0.32,1930.26,11710.00
126950,4.67,-0.33,1925.74,11590.00
127000,4.63,-0.37,1918.68,11510.00
127050,4.64,-0.36,1915.94,11510.00
127100,4.61,-0.39,1909.58,11510.00
127150,4.64,-0.36,1908.49,11510.00
127200,4.79,-0.21,1919.25,11510.00
127250,4.64,-0.36,1901.84,11510.00
127300,4.64,-0.36,1898.97,11510.00
127350,4.64,-0.36,1895.34,11630.00
127400,4.67,-0.33,1894.77,11610.00
127450,4.68,-0.32,1892.06,11610.00
127500,4.69,-0.31,1889.94,11630.00
127550,4.70,-0.30,1887.91,11610.00
127600,4.69,-0.31,1884.10,11610.00
127650,4.69,-0.31,1881.07,11670.00
127700,4.70,-0.30,1878.76,11670.00
127750,4.71,-0.29,1876.12,11650.00
127800,4.70,-0.30,1872.76,11690.00
127850,4.68,-0.32,1867.50,11690.00
127900,4.70,-0.30,1866.68,11660.00
127950,4.70,-0.30,1863.57,11710.00
128000,4.74,-0.26,1864.03,11730.00
128050,4.64,-0.36,1851.65,11730.00
128100,4.75,-0.25,1859.24,11750.00
128150,4.75,-0.25,1855.79,11760.00
128200,4.75,-0.25,1853.64,11790.00
128250,4.75,-0.25,1851.12,11810.00
128300,4.89,-0.11,1862.00,11830.00
128350,4.77,-0.23,1848.34,11810.00
128400,4.77,-0.23,1846.62,11880.00
128450,4.78,-0.22,1845.80,11870.00
128500,4.77,-0.23,1842.77,11880.00
128550,4.79,-0.21,1841.70,11850.00
128600,4.77,-0.23,1837.58,11880.00
128650,4.77,-0.23,1835.34,11830.00
128700,4.79,-0.21,1834.91,11910.00
128750,4.79,-0.21,1833.04,11900.00
128800,4.79,-0.21,1830.54,11890.00
128850,4.79,-0.21,1828.80,11890.00
128900,4.73,-0.27,1820.55,11930.00
128950,4.79,-0.21,1823.87,11930.00
129000,4.77,-0.23,1819.51,11930.00
129050,4.84,-0.16,1824.53,11950.00
129100,4.80,-0.20,1818.36,11890.00
129150,4.81,-0.19,1817.33,11930.00
129200,4.80,-0.20,1814.58,11930.00
129250,4.80,-0.20,1812.60,11910.00
129300,4.87,-0.13,1817.08,11930.00
129350,4.79,-0.21,1808.51,11880.00
129400,4.77,-0.23,1804.13,11830.00
129450,4.73,-0.27,1798.86,11760.00
129500,4.64,-0.36,1787.17,11510.00
129550,4.60,-0.40,1780.20,11370.00
129600,4.53,-0.47,1770.24,11240.00
129650,4.48,-0.52,1761.29,11130.00
129700,4.42,-0.58,1750.24,11010.00
129750,4.40,-0.60,1742.84,10930.00
129800,4.38,-0.62,1735.02,10850.00
129850,4.37,-0.63,1728.14,10820.00
129900,4.37,-0.63,1721.89,10710.00
129950,4.37,-0.63,1715.21,10850.00
130000,4.39,-0.61,1711.58,10830.00
130050,4.38,-0.62,1703.85,10870.00
130100,4.38,-0.62,1697.72,10690.00
130150,4.40,-0.60,1693.81,10860.00
130200,4.37,-0.63,1684.65,10870.00
130250,4.38,-0.62,1679.29,10890.00
130300,4.40,-0.60,1675.33,10910.00
130350,4.39,-0.61,1668.48,10970.00
130400,4.39,-0.61,1661.70,10970.00
130450,4.40,-0.60,1657.14,10870.00
130500,4.40,-0.60,1651.09,10930.00
130550,4.40,-0.60,1645.12,10920.00
130600,4.42,-0.58,1640.68,10900.00
130650,4.41,-0.59,1634.02,10950.00
130700,4.42,-0.58,1628.94,10210.00
130750,4.41,-0.59,1622.32,11000.00
130800,4.44,-0.56,1618.77,11010.00
130850,4.46,-0.54,1615.68,11070.00
130900,4.51,-0.49,1614.38,11250.00
130950,4.54,-0.46,1612.30,11320.00
131000,4.62,-0.38,1615.19,11470.00
131050,4.62,-0.38,1610.99,11650.00
131100,4.77,-0.23,1620.97,11800.00
131150,4.82,-0.18,1622.88,11970.00
